,Year,Tm,R/G,Outs,RC,RC/G,AIR,BAbip,BA,lgBA,OBP,lgOBP,SLG,lgSLG,OPS,lgOPS,OPS+,OWn%,BtRuns,BtWins,TotA,SecA,ISO,PwrSpd,Playoff
272,2009,Baltimore Orioles,4.57,4337,783,4.8,109,0.3,0.268,0.268,0.332,0.338,0.415,0.431,0.747,0.769,95,0.477,-44.9,-4.3,0.693,0.246,0.147,103.1,0
273,2009,Boston Red Sox,5.38,4294,918,5.7,112,0.301,0.27,0.273,0.352,0.343,0.454,0.438,0.806,0.781,106,0.554,55.6,5.0,0.798,0.319,0.184,158.1,1
274,2009,Chicago Cubs,4.39,4363,768,4.7,113,0.296,0.255,0.274,0.332,0.348,0.407,0.435,0.738,0.783,89,0.491,-98.7,-9.8,0.691,0.264,0.152,83.1,0
275,2009,Chicago White Sox,4.47,4314,751,4.6,112,0.285,0.258,0.273,0.329,0.343,0.411,0.438,0.74,0.781,90,0.461,-91.0,-8.7,0.697,0.263,0.153,140.0,0
276,2009,Cincinnati Reds,4.15,4397,720,4.4,107,0.282,0.247,0.266,0.318,0.339,0.394,0.422,0.712,0.761,87,0.458,-108.4,-10.7,0.666,0.255,0.147,119.4,0
277,2009,Cleveland Indians,4.77,4360,810,5.0,103,0.308,0.264,0.261,0.339,0.329,0.417,0.419,0.756,0.749,102,0.49,34.0,3.1,0.718,0.267,0.153,110.4,0
278,2009,Colorado Rockies,4.96,4292,857,5.3,117,0.305,0.261,0.279,0.343,0.354,0.441,0.444,0.784,0.798,96,0.549,-39.2,-4.0,0.768,0.311,0.18,136.1,1
279,2009,Detroit Tigers,4.56,4353,784,4.8,109,0.294,0.26,0.268,0.331,0.338,0.416,0.431,0.747,0.769,95,0.476,-50.1,-4.9,0.699,0.26,0.156,103.3,0
280,2009,Florida Marlins,4.77,4333,830,5.1,108,0.316,0.268,0.268,0.34,0.342,0.416,0.426,0.756,0.767,97,0.53,-24.2,-2.6,0.715,0.257,0.148,101.9,0
281,2009,Houston Astros,3.97,4329,711,4.4,105,0.293,0.26,0.263,0.319,0.336,0.4,0.418,0.719,0.755,91,0.46,-80.1,-7.9,0.659,0.235,0.14,125.9,0
282,2009,Kansas City Royals,4.23,4334,719,4.4,105,0.298,0.259,0.264,0.318,0.332,0.405,0.423,0.724,0.756,92,0.439,-73.2,-7.0,0.663,0.24,0.146,109.2,0
283,2009,Los Angeles Angels of Anaheim,5.45,4304,880,5.5,107,0.322,0.285,0.266,0.35,0.335,0.441,0.427,0.792,0.762,108,0.534,68.4,6.3,0.765,0.269,0.156,159.5,1
284,2009,Los Angeles Dodgers,4.81,4392,825,5.0,102,0.309,0.27,0.26,0.346,0.332,0.412,0.413,0.758,0.745,104,0.521,43.6,4.0,0.723,0.262,0.141,128.9,1
285,2009,Milwaukee Brewers,4.85,4333,845,5.2,105,0.305,0.263,0.263,0.341,0.336,0.426,0.418,0.767,0.754,103,0.538,30.2,2.6,0.732,0.28,0.164,99.0,0
286,2009,Minnesota Twins,5.01,4356,851,5.2,106,0.306,0.274,0.265,0.345,0.334,0.429,0.425,0.774,0.759,104,0.513,39.8,3.5,0.735,0.268,0.155,113.8,1
287,2009,New York Mets,4.14,4312,747,4.6,104,0.307,0.27,0.262,0.335,0.335,0.394,0.416,0.729,0.751,95,0.484,-34.4,-3.5,0.68,0.235,0.124,106.8,0
288,2009,New York Yankees,5.65,4298,1003,6.2,112,0.306,0.283,0.273,0.362,0.343,0.478,0.438,0.839,0.781,114,0.593,123.7,11.4,0.835,0.326,0.194,152.6,1
289,2009,Oakland Athletics,4.69,4383,747,4.5,106,0.298,0.262,0.265,0.328,0.334,0.397,0.425,0.726,0.759,92,0.451,-59.3,-5.7,0.681,0.245,0.135,134.0,0
290,2009,Philadelphia Phillies,5.06,4357,890,5.5,108,0.286,0.258,0.267,0.334,0.34,0.447,0.424,0.781,0.764,104,0.559,22.3,1.9,0.769,0.311,0.189,155.4,1
291,2009,Pittsburgh Pirates,3.95,4305,694,4.3,105,0.296,0.252,0.263,0.318,0.336,0.387,0.418,0.705,0.754,87,0.451,-103.0,-10.2,0.649,0.238,0.135,104.7,0
292,2009,San Diego Padres,3.94,4380,697,4.3,98,0.284,0.242,0.254,0.321,0.325,0.381,0.403,0.701,0.728,93,0.445,-33.8,-3.5,0.653,0.256,0.138,103.7,0
293,2009,Seattle Mariners,3.95,4370,709,4.3,102,0.293,0.258,0.26,0.314,0.328,0.402,0.417,0.716,0.745,92,0.429,-62.8,-6.0,0.653,0.23,0.144,114.4,0
294,2009,San Francisco Giants,4.06,4347,686,4.2,108,0.302,0.257,0.268,0.309,0.342,0.389,0.426,0.699,0.767,82,0.442,-157.8,-15.5,0.629,0.213,0.132,95.2,0
295,2009,St. Louis Cardinals,4.51,4298,789,4.9,105,0.296,0.263,0.263,0.332,0.336,0.415,0.418,0.747,0.755,98,0.511,-15.7,-1.8,0.7,0.257,0.152,102.1,1
296,2009,Tampa Bay Rays,4.96,4263,867,5.4,106,0.303,0.263,0.265,0.343,0.334,0.439,0.425,0.782,0.759,106,0.532,55.1,5.0,0.783,0.319,0.177,196.5,0
297,2009,Texas Rangers,4.84,4314,812,5.0,111,0.296,0.26,0.272,0.32,0.342,0.445,0.436,0.764,0.778,95,0.496,-51.0,-4.9,0.738,0.291,0.185,179.0,0
298,2009,Toronto Blue Jays,4.93,4406,852,5.2,108,0.29,0.266,0.267,0.333,0.336,0.44,0.429,0.773,0.765,102,0.509,13.0,1.0,0.733,0.279,0.174,108.2,0
299,2009,Washington Nationals,4.38,4356,783,4.8,106,0.302,0.258,0.265,0.337,0.338,0.406,0.42,0.743,0.758,96,0.501,-27.0,-2.9,0.7,0.267,0.148,99.5,0
300,2010,Arizona Diamondbacks,4.4,4343,766,4.7,106,0.312,0.25,0.268,0.325,0.339,0.416,0.422,0.74,0.76,94,0.513,-49.3,-5.0,0.701,0.282,0.166,116.4,0
301,2010,Atlanta Braves,4.56,4321,765,4.7,101,0.301,0.258,0.26,0.339,0.329,0.401,0.409,0.74,0.738,101,0.515,18.8,1.7,0.697,0.265,0.143,86.7,1
302,2010,Baltimore Orioles,3.78,4378,677,4.1,99,0.296,0.259,0.259,0.316,0.327,0.386,0.406,0.702,0.733,92,0.444,-67.7,-6.8,0.627,0.211,0.127,96.7,0
303,2010,Boston Red Sox,5.05,4357,888,5.4,105,0.299,0.268,0.267,0.339,0.336,0.451,0.418,0.79,0.754,109,0.569,68.6,6.4,0.759,0.296,0.183,102.9,0
304,2010,Chicago Cubs,4.23,4351,725,4.5,106,0.304,0.257,0.267,0.32,0.337,0.401,0.42,0.721,0.757,90,0.487,-83.6,-8.4,0.658,0.236,0.145,80.3,0
305,2010,Chicago White Sox,4.64,4327,762,4.7,102,0.292,0.268,0.264,0.332,0.332,0.42,0.413,0.752,0.745,102,0.503,5.7,0.4,0.71,0.253,0.152,168.1,0
306,2010,Cincinnati Reds,4.88,4336,858,5.3,104,0.314,0.272,0.264,0.338,0.335,0.436,0.416,0.774,0.751,106,0.565,43.5,4.1,0.738,0.267,0.164,124.4,1
307,2010,Cleveland Indians,3.99,4345,698,4.3,95,0.293,0.248,0.253,0.322,0.32,0.378,0.397,0.7,0.717,96,0.461,-19.0,-2.1,0.649,0.24,0.13,106.4,0
308,2010,Colorado Rockies,4.75,4326,828,5.1,114,0.31,0.263,0.279,0.336,0.351,0.425,0.439,0.76,0.79,92,0.55,-70.5,-7.2,0.729,0.278,0.162,125.9,0
309,2010,Detroit Tigers,4.64,4358,810,5.0,102,0.311,0.268,0.263,0.335,0.331,0.415,0.411,0.75,0.742,102,0.527,17.4,1.5,0.701,0.25,0.147,94.9,0
310,2010,Florida Marlins,4.44,4355,753,4.6,105,0.309,0.254,0.265,0.321,0.336,0.403,0.418,0.724,0.754,92,0.504,-70.5,-7.2,0.678,0.254,0.149,114.6,0
311,2010,Houston Astros,3.77,4374,616,3.8,100,0.285,0.247,0.258,0.303,0.328,0.362,0.407,0.665,0.735,81,0.411,-148.3,-14.8,0.591,0.203,0.115,103.8,0
312,2010,Kansas City Royals,4.17,4370,739,4.5,99,0.305,0.274,0.259,0.331,0.327,0.399,0.406,0.73,0.733,100,0.484,-1.9,-0.3,0.669,0.221,0.126,117.9,0
313,2010,Los Angeles Angels of Anaheim,4.2,4381,676,4.1,96,0.281,0.248,0.256,0.311,0.323,0.39,0.4,0.702,0.723,94,0.443,-46.4,-4.7,0.642,0.236,0.142,124.5,0
314,2010,Los Angeles Dodgers,4.12,4366,694,4.2,99,0.299,0.252,0.257,0.322,0.327,0.379,0.405,0.7,0.732,92,0.466,-53.8,-5.5,0.645,0.233,0.127,104.2,0
315,2010,Milwaukee Brewers,4.63,4346,830,5.1,102,0.304,0.262,0.262,0.335,0.332,0.424,0.413,0.759,0.745,103,0.549,26.0,2.4,0.721,0.269,0.161,112.1,0
316,2010,Minnesota Twins,4.82,4325,814,5.0,98,0.306,0.273,0.258,0.341,0.325,0.422,0.404,0.762,0.73,109,0.533,76.6,7.2,0.712,0.256,0.148,92.0,1
317,2010,New York Mets,4.05,4380,692,4.2,100,0.287,0.249,0.258,0.314,0.328,0.383,0.407,0.697,0.735,90,0.463,-76.4,-7.7,0.652,0.241,0.134,129.0,0
318,2010,New York Yankees,5.3,4313,883,5.5,105,0.3,0.267,0.267,0.35,0.336,0.436,0.418,0.786,0.754,108,0.571,69.0,6.6,0.771,0.301,0.169,136.2,1
319,2010,Oakland Athletics,4.09,4313,694,4.3,99,0.297,0.256,0.259,0.324,0.327,0.378,0.406,0.702,0.733,92,0.462,-52.3,-5.2,0.661,0.24,0.122,128.3,0
320,2010,Philadelphia Phillies,4.77,4358,811,5.0,104,0.292,0.26,0.264,0.332,0.335,0.413,0.416,0.745,0.751,98,0.538,-13.8,-1.7,0.711,0.269,0.153,130.9,1
321,2010,Pittsburgh Pirates,3.62,4329,639,3.9,101,0.288,0.242,0.26,0.304,0.329,0.373,0.409,0.678,0.738,84,0.432,-128.5,-12.9,0.612,0.227,0.131,102.9,0
322,2010,San Diego Padres,4.1,4377,672,4.1,94,0.29,0.246,0.251,0.317,0.32,0.371,0.396,0.689,0.716,93,0.45,-37.2,-3.8,0.642,0.238,0.125,127.9,0
323,2010,Seattle Mariners,3.17,4366,570,3.5,94,0.282,0.236,0.252,0.298,0.319,0.339,0.395,0.637,0.713,79,0.369,-144.0,-14.2,0.578,0.208,0.104,118.0,0
324,2010,San Francisco Giants,4.3,4384,729,4.4,100,0.293,0.257,0.258,0.321,0.328,0.408,0.407,0.729,0.735,98,0.486,-16.0,-1.8,0.664,0.244,0.151,82.1,1
325,2010,St. Louis Cardinals,4.54,4357,773,4.7,100,0.296,0.263,0.258,0.332,0.328,0.402,0.407,0.733,0.735,100,0.516,3.5,0.0,0.681,0.244,0.139,103.5,0
326,2010,Tampa Bay Rays,4.95,4331,785,4.8,96,0.293,0.247,0.255,0.333,0.321,0.403,0.399,0.736,0.72,105,0.516,53.0,5.1,0.73,0.303,0.156,165.8,1
327,2010,Texas Rangers,4.86,4363,828,5.1,107,0.307,0.276,0.271,0.338,0.34,0.419,0.424,0.757,0.763,98,0.537,-18.0,-2.1,0.714,0.247,0.143,139.8,1
328,2010,Toronto Blue Jays,4.66,4315,788,4.9,102,0.269,0.248,0.263,0.312,0.331,0.454,0.411,0.766,0.742,105,0.519,21.8,2.0,0.722,0.299,0.206,94.6,0
329,2010,Washington Nationals,4.04,4347,709,4.4,101,0.294,0.25,0.261,0.318,0.331,0.39,0.411,0.708,0.741,91,0.477,-69.9,-7.1,0.659,0.246,0.14,126.6,0
330,2011,Arizona Diamondbacks,4.51,4284,759,4.8,101,0.294,0.25,0.262,0.322,0.33,0.413,0.408,0.736,0.739,99,0.533,-14.9,-1.7,0.706,0.275,0.163,150.0,1
331,2011,Atlanta Braves,3.96,4445,677,4.1,99,0.284,0.243,0.26,0.308,0.328,0.387,0.405,0.695,0.733,90,0.464,-88.3,-9.1,0.633,0.241,0.144,106.6,0
332,2011,Baltimore Orioles,4.37,4397,727,4.4,100,0.288,0.257,0.261,0.316,0.326,0.413,0.412,0.729,0.738,97,0.481,-28.8,-3.0,0.668,0.247,0.156,113.8,0
333,2011,Boston Red Sox,5.4,4360,935,5.8,103,0.314,0.28,0.264,0.349,0.33,0.461,0.418,0.81,0.747,116,0.599,132.6,12.8,0.784,0.292,0.181,135.8,0
334,2011,Chicago Cubs,4.04,4367,718,4.4,99,0.301,0.256,0.26,0.314,0.328,0.401,0.405,0.715,0.733,95,0.499,-48.5,-5.1,0.65,0.229,0.144,94.1,0
335,2011,Chicago White Sox,4.04,4391,692,4.2,104,0.28,0.252,0.265,0.319,0.331,0.388,0.419,0.706,0.75,89,0.46,-90.9,-9.1,0.646,0.227,0.136,106.2,0
336,2011,Cincinnati Reds,4.54,4440,785,4.8,102,0.297,0.256,0.264,0.326,0.332,0.408,0.41,0.734,0.742,98,0.532,-23.7,-2.6,0.69,0.255,0.152,126.8,0
337,2011,Cleveland Indians,4.35,4356,709,4.4,94,0.297,0.25,0.251,0.317,0.315,0.396,0.398,0.714,0.713,100,0.474,10.6,0.9,0.661,0.244,0.146,112.8,0
338,2011,Colorado Rockies,4.54,4388,787,4.8,113,0.3,0.258,0.28,0.329,0.35,0.41,0.435,0.739,0.785,88,0.538,-101.1,-10.4,0.703,0.266,0.152,136.9,0
339,2011,Detroit Tigers,4.86,4293,836,5.2,100,0.318,0.277,0.261,0.34,0.326,0.434,0.412,0.773,0.738,109,0.556,74.8,7.1,0.722,0.256,0.157,76.0,1
340,2011,Florida Marlins,3.86,4433,712,4.3,99,0.291,0.247,0.26,0.318,0.328,0.388,0.405,0.706,0.733,93,0.488,-56.4,-5.8,0.657,0.25,0.142,116.0,0
341,2011,Houston Astros,3.8,4403,677,4.1,97,0.308,0.258,0.257,0.311,0.324,0.374,0.4,0.684,0.723,89,0.468,-82.3,-8.4,0.618,0.203,0.116,105.3,0
342,2011,Kansas City Royals,4.51,4403,783,4.8,98,0.311,0.275,0.257,0.329,0.322,0.415,0.407,0.744,0.729,104,0.515,33.0,3.1,0.696,0.235,0.14,140.0,0
343,2011,Los Angeles Angels of Anaheim,4.12,4379,692,4.2,92,0.288,0.253,0.249,0.313,0.313,0.402,0.394,0.714,0.706,102,0.461,19.5,1.8,0.662,0.244,0.149,144.3,0
344,2011,Los Angeles Dodgers,4.0,4296,699,4.4,95,0.299,0.257,0.254,0.322,0.321,0.375,0.396,0.697,0.717,95,0.494,-32.7,-3.6,0.648,0.226,0.118,121.3,0
345,2011,Milwaukee Brewers,4.45,4299,794,5.0,101,0.293,0.261,0.262,0.325,0.33,0.425,0.408,0.75,0.739,102,0.552,10.5,0.7,0.706,0.264,0.164,124.7,1
346,2011,Minnesota Twins,3.82,4340,618,3.8,98,0.288,0.247,0.257,0.306,0.322,0.36,0.407,0.666,0.729,84,0.414,-127.0,-12.7,0.594,0.202,0.113,97.2,0
347,2011,New York Mets,4.43,4383,782,4.8,95,0.307,0.264,0.254,0.335,0.321,0.391,0.396,0.725,0.717,103,0.536,35.7,3.4,0.689,0.246,0.127,118.0,0
348,2011,New York Yankees,5.35,4345,863,5.3,104,0.292,0.263,0.265,0.343,0.331,0.444,0.419,0.788,0.75,110,0.565,77.4,7.5,0.775,0.313,0.181,176.9,1
349,2011,Oakland Athletics,3.98,4375,648,4.0,97,0.283,0.244,0.256,0.311,0.321,0.369,0.405,0.68,0.726,88,0.432,-82.4,-8.2,0.627,0.232,0.125,115.5,0
350,2011,Philadelphia Phillies,4.4,4405,750,4.6,99,0.283,0.253,0.26,0.323,0.328,0.395,0.405,0.717,0.733,96,0.515,-35.2,-3.7,0.672,0.252,0.142,118.0,1
351,2011,Pittsburgh Pirates,3.77,4390,640,3.9,94,0.301,0.244,0.253,0.309,0.32,0.368,0.394,0.676,0.714,90,0.444,-69.6,-7.2,0.614,0.224,0.123,107.5,0
352,2011,San Diego Padres,3.66,4384,621,3.8,92,0.294,0.237,0.251,0.305,0.317,0.349,0.391,0.653,0.708,85,0.431,-96.5,-9.9,0.609,0.227,0.112,118.5,0
353,2011,Seattle Mariners,3.43,4359,575,3.5,90,0.283,0.233,0.246,0.292,0.31,0.348,0.39,0.64,0.7,84,0.38,-106.7,-10.6,0.58,0.211,0.115,116.5,0
354,2011,San Francisco Giants,3.52,4432,626,3.8,91,0.281,0.242,0.25,0.303,0.316,0.368,0.389,0.671,0.704,91,0.43,-59.6,-6.2,0.602,0.214,0.126,99.9,0
355,2011,St. Louis Cardinals,4.7,4351,808,5.0,97,0.305,0.273,0.257,0.341,0.324,0.425,0.4,0.766,0.723,112,0.554,93.5,9.1,0.708,0.253,0.151,84.3,1
356,2011,Tampa Bay Rays,4.36,4347,740,4.6,93,0.281,0.244,0.25,0.322,0.314,0.402,0.396,0.724,0.71,104,0.495,41.9,3.9,0.698,0.281,0.159,163.1,1
357,2011,Texas Rangers,5.28,4328,894,5.5,106,0.304,0.283,0.268,0.34,0.335,0.46,0.424,0.8,0.759,110,0.582,71.8,6.9,0.769,0.279,0.177,170.1,1
358,2011,Toronto Blue Jays,4.59,4413,756,4.6,102,0.283,0.249,0.263,0.317,0.328,0.413,0.416,0.73,0.744,96,0.498,-38.9,-4.1,0.692,0.273,0.164,153.7,0
359,2011,Washington Nationals,3.88,4377,673,4.1,98,0.292,0.242,0.259,0.309,0.327,0.383,0.403,0.691,0.73,89,0.468,-84.9,-8.7,0.639,0.239,0.14,125.6,0
360,2012,Arizona Diamondbacks,4.53,4311,777,4.8,103,0.307,0.259,0.264,0.328,0.33,0.418,0.419,0.746,0.75,99,0.531,-7.4,-1.0,0.703,0.265,0.159,119.0,0
361,2012,Atlanta Braves,4.32,4323,718,4.4,103,0.296,0.247,0.263,0.32,0.329,0.389,0.417,0.709,0.747,90,0.493,-72.4,-7.4,0.666,0.259,0.142,120.4,1
362,2012,Baltimore Orioles,4.4,4434,716,4.3,100,0.286,0.247,0.258,0.311,0.323,0.417,0.416,0.728,0.739,97,0.474,-32.2,-3.4,0.666,0.261,0.17,91.3,1
363,2012,Boston Red Sox,4.53,4370,760,4.7,102,0.301,0.26,0.26,0.315,0.326,0.415,0.419,0.73,0.745,96,0.508,-34.0,-3.6,0.676,0.243,0.155,122.2,0
364,2012,Chicago Cubs,3.78,4350,631,3.9,102,0.286,0.24,0.262,0.302,0.328,0.378,0.416,0.68,0.744,83,0.432,-137.8,-14.0,0.614,0.23,0.138,111.5,0
365,2012,Chicago White Sox,4.62,4331,757,4.7,102,0.289,0.255,0.26,0.318,0.326,0.422,0.419,0.74,0.745,98,0.51,-22.1,-2.4,0.695,0.262,0.167,143.7,0
366,2012,Cincinnati Reds,4.13,4337,750,4.6,104,0.296,0.251,0.266,0.315,0.332,0.411,0.421,0.726,0.753,93,0.512,-64.0,-6.7,0.678,0.258,0.159,115.6,1
367,2012,Cleveland Indians,4.12,4381,696,4.3,94,0.288,0.251,0.249,0.324,0.313,0.381,0.401,0.705,0.713,99,0.466,5.3,0.4,0.655,0.243,0.131,121.6,0
368,2012,Colorado Rockies,4.68,4336,808,5.0,115,0.321,0.274,0.28,0.33,0.348,0.436,0.443,0.766,0.791,93,0.546,-63.9,-6.5,0.715,0.254,0.163,124.8,0
369,2012,Detroit Tigers,4.48,4263,786,4.9,103,0.307,0.268,0.262,0.335,0.327,0.422,0.421,0.757,0.748,103,0.534,19.9,1.6,0.702,0.254,0.154,86.6,1
370,2012,Houston Astros,3.6,4375,627,3.8,101,0.288,0.236,0.261,0.302,0.326,0.371,0.414,0.673,0.74,82,0.426,-141.4,-14.2,0.614,0.232,0.135,122.2,0
371,2012,Kansas City Royals,4.17,4379,719,4.4,100,0.302,0.265,0.258,0.317,0.323,0.4,0.416,0.716,0.739,94,0.481,-49.8,-5.1,0.657,0.224,0.135,131.5,0
372,2012,Los Angeles Angels of Anaheim,4.73,4277,809,5.1,94,0.311,0.274,0.249,0.332,0.313,0.433,0.401,0.764,0.714,114,0.546,110.8,10.7,0.722,0.258,0.159,156.1,0
373,2012,Los Angeles Dodgers,3.93,4372,663,4.0,97,0.298,0.252,0.256,0.317,0.321,0.374,0.406,0.69,0.727,91,0.452,-64.5,-6.6,0.628,0.221,0.122,109.7,0
374,2012,Miami Marlins,3.76,4365,686,4.2,103,0.289,0.244,0.263,0.308,0.329,0.382,0.417,0.69,0.747,85,0.468,-120.1,-12.3,0.644,0.247,0.138,142.7,0
375,2012,Milwaukee Brewers,4.79,4376,827,5.0,105,0.299,0.259,0.267,0.325,0.333,0.437,0.423,0.762,0.756,101,0.552,-1.5,-0.4,0.736,0.282,0.177,177.3,0
376,2012,Minnesota Twins,4.33,4389,721,4.4,97,0.298,0.26,0.254,0.325,0.318,0.39,0.408,0.715,0.726,98,0.481,-8.8,-1.1,0.666,0.238,0.13,133.0,0
377,2012,New York Mets,4.01,4343,682,4.2,97,0.298,0.249,0.255,0.316,0.32,0.386,0.405,0.701,0.724,94,0.468,-38.1,-4.0,0.642,0.237,0.137,100.7,0
378,2012,New York Yankees,4.96,4305,855,5.3,102,0.293,0.265,0.26,0.337,0.326,0.453,0.419,0.79,0.745,112,0.568,91.1,8.9,0.763,0.303,0.188,134.8,1
379,2012,Oakland Athletics,4.4,4402,726,4.4,94,0.281,0.238,0.25,0.31,0.314,0.404,0.403,0.714,0.717,99,0.483,-2.5,-0.4,0.679,0.282,0.166,150.1,1
380,2012,Philadelphia Phillies,4.22,4378,734,4.5,103,0.29,0.255,0.263,0.317,0.329,0.4,0.417,0.716,0.747,92,0.498,-68.5,-7.0,0.667,0.243,0.144,133.8,0
381,2012,Pittsburgh Pirates,4.02,4356,679,4.2,97,0.291,0.243,0.255,0.304,0.32,0.395,0.405,0.699,0.724,93,0.464,-56.9,-5.9,0.637,0.238,0.152,102.1,0
382,2012,San Diego Padres,4.02,4326,709,4.4,93,0.297,0.247,0.25,0.319,0.314,0.38,0.397,0.699,0.711,97,0.487,-3.6,-0.7,0.664,0.252,0.133,135.9,0
383,2012,Seattle Mariners,3.82,4406,617,3.8,92,0.276,0.234,0.247,0.296,0.31,0.369,0.397,0.665,0.707,88,0.409,-79.5,-8.0,0.605,0.232,0.135,122.5,0
384,2012,San Francisco Giants,4.43,4346,764,4.7,91,0.315,0.269,0.248,0.327,0.312,0.397,0.393,0.724,0.704,106,0.519,64.8,6.1,0.672,0.229,0.128,110.0,1
385,2012,St. Louis Cardinals,4.72,4386,826,5.0,99,0.316,0.271,0.259,0.338,0.324,0.421,0.41,0.759,0.734,107,0.551,59.7,5.7,0.713,0.254,0.15,115.8,1
386,2012,Tampa Bay Rays,4.3,4358,696,4.3,94,0.284,0.24,0.25,0.317,0.314,0.394,0.403,0.711,0.717,99,0.469,1.1,0.0,0.675,0.277,0.155,151.8,0
387,2012,Texas Rangers,4.99,4318,840,5.2,106,0.306,0.273,0.266,0.334,0.332,0.446,0.428,0.78,0.76,105,0.559,34.5,3.2,0.738,0.267,0.173,125.1,1
388,2012,Toronto Blue Jays,4.42,4369,713,4.4,100,0.281,0.245,0.258,0.309,0.323,0.407,0.416,0.716,0.739,94,0.478,-54.5,-5.6,0.672,0.262,0.161,151.7,0
389,2012,Washington Nationals,4.51,4378,793,4.8,102,0.308,0.261,0.262,0.322,0.328,0.428,0.416,0.75,0.744,101,0.533,3.6,0.2,0.705,0.264,0.166,136.3,1
390,2013,Arizona Diamondbacks,4.23,4502,724,4.3,98,0.301,0.259,0.26,0.323,0.325,0.391,0.404,0.715,0.73,96,0.502,-28.1,-3.1,0.645,0.228,0.133,84.0,0
391,2013,Atlanta Braves,4.25,4330,727,4.5,97,0.3,0.249,0.259,0.321,0.324,0.402,0.402,0.723,0.726,99,0.522,-8.8,-1.1,0.672,0.259,0.153,94.6,1
392,2013,Baltimore Orioles,4.6,4366,773,4.8,100,0.288,0.26,0.26,0.313,0.325,0.431,0.411,0.744,0.736,101,0.521,-1.2,-0.4,0.688,0.254,0.171,115.1,0
393,2013,Boston Red Sox,5.27,4315,912,5.7,100,0.329,0.277,0.26,0.349,0.325,0.446,0.411,0.795,0.736,116,0.601,136.0,13.3,0.777,0.29,0.169,145.5,1
394,2013,Chicago Cubs,3.72,4416,657,4.0,98,0.275,0.238,0.26,0.3,0.325,0.392,0.404,0.693,0.73,89,0.466,-87.1,-9.1,0.627,0.24,0.154,92.2,0
395,2013,Chicago White Sox,3.69,4411,639,3.9,100,0.291,0.249,0.261,0.302,0.326,0.378,0.413,0.68,0.739,84,0.43,-130.1,-13.0,0.611,0.214,0.129,122.8,0
396,2013,Cincinnati Reds,4.31,4424,738,4.5,97,0.293,0.249,0.259,0.327,0.324,0.391,0.402,0.718,0.726,98,0.519,-6.2,-1.0,0.67,0.254,0.142,93.6,1
397,2013,Cleveland Indians,4.6,4303,764,4.8,93,0.3,0.255,0.251,0.327,0.314,0.41,0.396,0.737,0.711,107,0.522,65.8,6.4,0.704,0.273,0.155,138.9,1
398,2013,Colorado Rockies,4.36,4331,785,4.9,111,0.317,0.27,0.277,0.323,0.345,0.418,0.431,0.741,0.776,91,0.556,-84.5,-8.9,0.687,0.239,0.149,131.4,0
399,2013,Detroit Tigers,4.91,4355,874,5.4,100,0.32,0.283,0.261,0.346,0.326,0.434,0.413,0.78,0.739,111,0.578,91.6,8.8,0.725,0.246,0.151,58.4,1
400,2013,Houston Astros,3.77,4405,619,3.8,96,0.304,0.24,0.255,0.299,0.32,0.375,0.404,0.674,0.723,86,0.416,-104.3,-10.5,0.61,0.223,0.136,126.2,0
401,2013,Kansas City Royals,4.0,4348,679,4.2,100,0.3,0.26,0.26,0.315,0.325,0.379,0.411,0.694,0.736,89,0.464,-89.0,-9.0,0.637,0.216,0.119,129.3,0
402,2013,Los Angeles Angels of Anaheim,4.52,4397,769,4.7,92,0.307,0.264,0.25,0.329,0.313,0.414,0.395,0.743,0.708,110,0.515,85.1,8.2,0.691,0.253,0.15,109.3,0
403,2013,Los Angeles Dodgers,4.01,4321,739,4.6,93,0.308,0.264,0.253,0.326,0.318,0.396,0.394,0.722,0.711,103,0.53,33.4,3.1,0.663,0.229,0.133,99.7,1
404,2013,Miami Marlins,3.17,4435,552,3.4,98,0.28,0.231,0.26,0.293,0.325,0.335,0.404,0.627,0.73,73,0.387,-210.7,-21.8,0.549,0.192,0.104,85.7,0
405,2013,Milwaukee Brewers,3.95,4371,700,4.3,99,0.294,0.252,0.261,0.311,0.327,0.398,0.406,0.708,0.733,93,0.5,-64.3,-6.8,0.656,0.236,0.145,149.1,0
406,2013,Minnesota Twins,3.79,4415,679,4.1,98,0.298,0.242,0.258,0.312,0.322,0.38,0.407,0.692,0.73,90,0.457,-74.0,-7.5,0.632,0.237,0.138,77.4,0
407,2013,New York Mets,3.82,4467,660,4.0,91,0.291,0.237,0.251,0.306,0.315,0.366,0.39,0.672,0.705,91,0.463,-60.4,-6.4,0.619,0.235,0.129,121.5,0
408,2013,New York Yankees,4.01,4352,658,4.1,97,0.285,0.242,0.256,0.307,0.321,0.376,0.406,0.683,0.727,88,0.449,-90.5,-9.2,0.628,0.234,0.133,127.9,0
409,2013,Oakland Athletics,4.73,4324,781,4.9,96,0.289,0.254,0.254,0.327,0.318,0.419,0.402,0.745,0.72,107,0.53,57.1,5.5,0.706,0.277,0.165,105.9,1
410,2013,Philadelphia Phillies,3.77,4349,651,4.0,97,0.293,0.248,0.258,0.306,0.323,0.384,0.401,0.69,0.724,91,0.469,-75.9,-7.9,0.619,0.22,0.135,96.0,0
411,2013,Pittsburgh Pirates,3.91,4393,708,4.3,92,0.294,0.245,0.252,0.313,0.316,0.396,0.392,0.709,0.708,100,0.503,3.9,0.1,0.656,0.246,0.151,118.7,1
